Line Name,Code,Español,English,Code-switching,ToDo
script|job.arctic-picky-eaters.start:15,@F2D3DD89,{@profArctic} Eso es lo que necesito que resuelvas.,{@profArctic} That's what I need you to solve.,,TRUE
script|job.arctic-picky-eaters.start:16,@EFD3D8D0,{@player}   De acuerdo. Muy fácil. Volveré al AquaLab y utilizaré el Tanque de Medidas.,{@player}   Okay. Muy fácil. I'll just head back to the AquaLab and use the Measurement Tank.,,TRUE
script|job.arctic-picky-eaters.start:17,@F0D3DA63,{@profArctic} Estupendo. ¡Déjame saber lo que encuentres!,{@profArctic} Great. Let me know what you find!,,TRUE
script|job.arctic-picky-eaters.measureAlgaeOnly:0,@A23C45C1,{@guide} Ya está uno y queda otro.,"{@guide} One down, one to go!",,TRUE
script|job.arctic-picky-eaters.measureDiatomsOnly:0,@77B71346,{@guide}   Ya está uno y queda otro.,"{@guide}   One down, one to go!",,TRUE
script|job.arctic-picky-eaters.measureBoth:0,@B67CE0BA,"{@guide}  ¡Trabajo adecuado, Oli! Tienes todos los datos que necesitas.","{@guide}  Adequate work, Ollie! You've gathered all the data you need.",,TRUE
script|job.arctic-picky-eaters.measureBoth:1,@B77CE24D,{@player} Sí... ¿pero qué significa?,{@player} Yeah... but what does it mean?,,TRUE
script|job.arctic-picky-eaters.measureBoth:2,@B47CDD94,{@guide}  Procesando... procesando...,{@guide}  Processing.. processing...,,TRUE
script|job.arctic-picky-eaters.measureBoth:3,@B57CDF27,"Mis datos no son definitivos, Oli. Te sugiero que vuelvas a informar a la {nameof @profArctic}.","My data is inconclusive, O. I suggest reporting back to {nameof @profArctic}.",,TRUE
script|job.arctic-picky-eaters.catchObtainRateAlgae:0,@1D7040C3,"{@player} ¿Qué hago ahora, {nameof @guide}?","{@player} What should I do now, {nameof @guide}?",,TRUE
script|job.arctic-picky-eaters.catchObtainRateAlgae:1,@1C703F30,{@guide}     ¡Coloca el bacalao en el Tanque de Medidas con algo que se coma!,{@guide}     Place the Cod in the Measurement Tank with something it eats!,,TRUE
script|job.arctic-picky-eaters.catchObtainRateDiatoms:0,@F5892FA8,"{@player} Sale, {nameof @guide}. ¿Y ahora qué?","{@player} Okay, {nameof @guide}. What now?",,TRUE
script|job.arctic-picky-eaters.catchObtainRateDiatoms:1,@F689313B,{@guide}\t ¡Coloca el Bacalao en el Tanque de Medidas con algo que se coma!,{@guide}\t Place the Cod in the Measurement Tank with something it eats!,,TRUE
script|job.arctic-picky-eaters.catchReportBack:0,@EC44E4AB,{@guide}\t Compara los índices que acabas de obtener. ¡Luego informa sobre tus descubrimientos a la {@nameof @profArctic}!,{@guide}\t Compare the rates you just obtained. Then report your findings to {nameof @profArctic}!,,TRUE
script|job.arctic-picky-eaters.argue.intro:1,@5F4D58B4,"{@profArctic}¿Cómo te fue allá, Oli?","{@profArctic}  How'd it go out there, Ollie?",,TRUE
script|job.arctic-picky-eaters.argue.intro:2,@624D5D6D,{@player} Así que... conseguí las tasas que necesitábamos. Pero no estoy totalmente segura de lo que significan.,{@player} So... I got the rates we needed. But I'm not totally sure what they mean.,,TRUE
script|job.arctic-picky-eaters.argue.intro:3,@614D5BDA,"{@profArctic} Bueno, las tasas de alimentación pueden decirnos mucho sobre cuánta energía necesita una especie.","{@profArctic} Well, feeding rates can tell us a lot about how much energy a species needs.",,TRUE
script|job.arctic-picky-eaters.argue.firstQuery:0,@CCF5C569,"{@profArctic} Si una especie come grandes cantidades de otra especie, generalmente significa que esa especie está poco nutrida.","{@profArctic}   If a species eats larger amounts of one species, it usually means that species is low on nutrition.",,TRUE
script|job.arctic-picky-eaters.argue.firstQuery:1,@CBF5C3D6,{@player} Ah... como cuando yo necesito comerme un millón de rollitos de algas de mi mami para quedarme llena.,{@player} Oh... like how I need to eat about a million of Mom's kelp rolls in order to feel full.,,TRUE
script|job.arctic-picky-eaters.argue.firstQuery:2,@CAF5C243,Um... pues no es que lo recomendaría.,Um... not that I'd recommend that.,,TRUE
script|job.arctic-picky-eaters.argue.firstQuery:3,@C9F5C0B0,"{@profArctic} Exactamente. Entonces, según tus datos, ¿qué especie es más nutritiva para el bacalao?","{@profArctic} Exactly. So according to your data, which species is more nutritious for the Cod?",,TRUE
script|job.arctic-picky-eaters.argue.chooseClaim:2,@EE6B42F4,Diatomeas,Diatoms,,TRUE
script|job.arctic-picky-eaters.argue.chooseClaim:3,@EF6B4487,Algas del Hielo,Ice Algae,,TRUE
script|job.arctic-picky-eaters.argue.chooseClaim:4,@EC6B3FCE,Aún no estoy segura,Not sure yet,,TRUE
script|job.arctic-picky-eaters.argue.diatomQuery:0,@0134919F,"{@profArctic}  Bien, verifiquémoslo. ¿Cómo se comparan las tasas?","{@profArctic}  Okay, let's verify that. How do the rates compare?",,TRUE
script|job.arctic-picky-eaters.argue.chooseFactsDiatoms:0,@61A7FDC0,Presentar los datos del AQOS,Present facts from AQOS,,TRUE
script|job.arctic-picky-eaters.argue.chooseFactsDiatoms:3,@64A80279,Ahorita regreso,Let me get back to you.,,TRUE
script|job.arctic-picky-eaters.argue.revise:1,@A69C07C4,"{@profArctic}  Oh... en realidad, Oli, estas tasas muestran lo contrario.","{@profArctic}  Oh... actually, Ollie, these rates show the opposite.",,TRUE
script|job.arctic-picky-eaters.argue.revise:2,@A99C0C7D,"Una nutrición alta implica tasas más bajas, porque el bacalao no necesita comer tanto.","High nutrition means lower rates, because the Cod won't need to eat as much of it.",,TRUE
script|job.arctic-picky-eaters.argue.revise:3,@A89C0AEA,"Una nutrición baja implica tasas más altas, porque el bacalao necesita comer mucho para llenarse.","Low nutrition means higher rates, because the Cod need to eat a lot to fill up.",,TRUE
script|job.arctic-picky-eaters.argue.revise:4,@A39C030B,¿Quieres hacer otra prueba?,Want to take another guess?,,TRUE
script|job.arctic-picky-eaters.argue.revise:9,@9E9BFB2C,{@profArctic}   Parece que te faltan las tasas de al menos uno de estos hechos.,{@profArctic}   Looks like you're missing the rates for at least one of these facts.,,TRUE
script|job.arctic-picky-eaters.argue.revise:10,@3BA0851C,Tendrás que volver a tu Tanque de Medidas y encontrar las tasas que necesitamos.,You'll need to head back to your Measurement Tank and find the rates we need.,,TRUE
script|job.arctic-picky-eaters.argue.unrelatedDiatoms:0,@9BC2E28E,"{@profArctic} Um... ¿querías enseñarme esto, Oli? Tenemos que ver las tasas de alimentación del Bacalao.","{@profArctic}   Um... did you mean to show me this, Ollie? We need to look at the Cod's eating rates.",,TRUE
script|job.arctic-picky-eaters.argue.algaeQuery:0,@E67112D7,"{@profArctic}  Vale, comprobémoslo dos veces. ¿Cómo se comparan las tasas?","{@profArctic}  Okay, let's double check. How do the rates compare?",,TRUE
script|job.arctic-picky-eaters.argue.chooseFactsAlgae:0,@8472061B,Presentar los datos del AQOS,Present facts from AQOS,,TRUE
script|job.arctic-picky-eaters.argue.chooseFactsAlgae:3,@857207AE,Ahorita regreso,Let me get back to you.,,TRUE
script|job.arctic-picky-eaters.argue.unrelatedAlgae:0,@336522F5,{@profArctic} No entiendo cómo esto está relacionado con las tasas de consumo del bacalao.,{@profArctic}   I'm not following how this relates to Cod eating rates.,,TRUE
script|job.arctic-picky-eaters.argue.notSure:0,@7F1B0709,"{@profArctic} Está bien, no hay prisa. Avísame cuando estés lista.","{@profArctic}   That's okay, there's no rush here. Let me know when you're ready.",,TRUE
script|job.arctic-picky-eaters.argue.complete:2,@60BC84B2,"{@profArctic}  ¡Excelente trabajo, Oli! Parece que el bacalao no se está comiendo muchas Algas del Hielo porque pequeñas cantidades ofrece mucha nutrición.","{@profArctic}  Amazing job, Ollie! Looks like the Cod aren't eating much Ice Algae because small amounts provide a lot of nutrition.",,TRUE
script|job.arctic-picky-eaters.argue.complete:3,@61BC8645,"{@player} Vaya. Las Algas del Hielo deberán ser, como, un licuado de proteínas de Bacalao Polar.","{@player} Wow. The Ice Algae must be, like, an Arctic Cod protein shake.",,TRUE
script|job.arctic-picky-eaters.argue.complete:4,@5ABC7B40,{@profArctic} Me pregunto si esto tendrá algo que ver con lo que le ocurrió a esa ballena desaparecida...,{@profArctic} I wonder if this has anything to do with what happened to that missing whale...,,TRUE
script|job.arctic-picky-eaters.argue.complete:5,@5BBC7CD3,"De todos modos, gracias por tu ayuda, Oli. Te debo una.","Anyway, thanks for your help, Ollie. I owe you one.",,TRUE
script|job.arctic-picky-eaters.argue.complete:8,@66BC8E24,{@profArctic}   Parece que te faltan las tasas de al menos uno de estos hechos.,{@profArctic}   Looks like you're missing the rates for at least one of these facts.,,TRUE
script|job.arctic-picky-eaters.argue.complete:9,@67BC8FB7,Tendrás que volver a tu Tanque de Medidas y encontrar las tasas que necesitamos.,You'll need to head back to your Measurement Tank and find the rates we need.,,TRUE
script|job.arctic-salmon-competition.start:0,@4D0C8AB8,{@profArctic}  ¡Genial! Estoy súper atascada con este modelo.,{@profArctic}  Awesome! I've been super stuck on this model.,,TRUE
script|job.arctic-salmon-competition.start:1,@4E0C8C4B,"En primer lugar, aquí tienes algunos datos que mi equipo ya recopiló sobre el Salmón.","First, here's some data my team has already gathered about Salmon.",,TRUE
script|job.arctic-salmon-competition.start:8,@450C7E20,"{@player} Entonces, ¿dónde estás atascada?",{@player} So where are you stuck?,,TRUE
script|job.arctic-salmon-competition.start:9,@460C7FB3,{@profArctic} No estoy contenta con el aspecto del modelo.,{@profArctic}  I'm not happy with how the model is looking.,,TRUE
script|job.arctic-salmon-competition.start:10,@58C125A1,Me pregunto si el Bacalao Polar es la pieza perdida.,I wonder if the Arctic Cod are the missing piece.,,TRUE
script|job.arctic-salmon-competition.start:11,@57C1240E,¿Puedes averiguar qué comen los bacalaos y añadirlos a nuestro modelo?,Can you figure out what the Cod eat and add them to our model?,,TRUE
script|job.arctic-salmon-competition.start:12,@56C1227B,{@player} ¡Me encantaría!,{@player}  I'd love to!,,TRUE
script|job.arctic-salmon-competition.start:13,@55C120E8,{@profArctic} ....,{@profArctic} ....,,TRUE
script|job.arctic-salmon-competition.start:14,@5CC12BED,"{@profArctic} ¿Me estas haciendo la barba, Oli?","{@profArctic} Are you being snarky with me, Ollie?",,TRUE
script|job.arctic-salmon-competition.start:15,@5BC12A5A,"{@player}  ¿Mande? Claro que no, simplemente que me encanta averiguar cosas como estas...","{@player}  What? Of course not, I just love figuring out stuff like this--",,TRUE
script|job.arctic-salmon-competition.start:16,@5AC128C7,"{@profArctic}  Sale, vale. Es que no estoy acostumbrada a que la gente se vuelva loca con este trabajo tanto como yo.","{@profArctic}  Okay, okay. I'm just not used to people geeking out about this work as much as I do.",,TRUE
script|job.arctic-salmon-competition.allSet:0,@1980ED05,"{@guide} ¡Trabajo adecuado, Oli! Oli tuviste los datos que necesitabas.","{@guide} Adequate work, O! You've obtained the data you needed here.",,TRUE
script|job.arctic-salmon-competition.allSet:1,@1880EB72,¡Es hora de ir al Laboratorio de Modelización!,Time to head to the Modeling Lab!,,TRUE
script|job.arctic-salmon-competition.modelsComplete:0,@686A4001,{@player} ¡Sí! Este modelo se está viendo mucho mejor.,{@player} Yes!! This model is looking a lot better.,,TRUE
script|job.arctic-salmon-competition.modelsComplete:1,@676A3E6E,¡Estoy ansiosa por enseñárselo a {nameof @profArctic}!,Can't wait to show {nameof @profArctic}!,,TRUE
script|job.arctic-salmon-competition.modelSuggestions:2,@5CCEDA10,{@guide}    ¡Ya terminaste con esta parte! Dirígete a la ficha {h}Describir{/h}.,{@guide}    You're done with this portion! Head to the {h}Describe{/h} tab next.,,TRUE
script|job.arctic-salmon-competition.modelSuggestions:4,@62CEE382,"{@guide}    Una vez que haygas importado tus hechos y guardado el modelo Visual, ¡estaremos listos para crear nuestro Modelo de descripción!","{@guide}    Once you import your facts and save the Visual model, we should be good to make our Describe model!",,TRUE
script|job.arctic-salmon-competition.modelSuggestions:8,@66CEE9CE,{@guide}    Es hora de comprobar tu modelo en la ficha {h}Describir{/h}.,{@guide}    Time to try out your model in the {h}Describe{/h} tab.,,TRUE
script|job.arctic-salmon-competition.modelSuggestions:10,@CBA901FB,{@guide}    Parece que no tenemos suficiente información para completar nuestro modelo con precisión.,{@guide}    Seems like we don't have enough information to complete our model accurately.,,TRUE
script|job.arctic-salmon-competition.modelSuggestions:11,@CAA90068,"Busca {h} signos de interrogación{/h} en la interfaz del Modelo Visual, esos señalan dónde podemos necesitar más datos.","Look for {h}question marks{/h} in the Visual model interface, those point to where we may need more data.",,TRUE
script|job.arctic-salmon-competition.suggestReproduce:0,@C659FE99,{@guide}    ¿Conseguiste todas las frecuencias de reproducción?,{@guide}    Did you get all the reproduction rates?,,TRUE
script|job.arctic-salmon-competition.suggestMeasure:0,@E62FB16A,{@guide}    Quizás nos ayude utilizar el {h}Tanque de Medidas{/h} para encontrar los índices de los comportamientos que no medimos.,{@guide}    Using the {h}Measurement Tank{/h} to find the rates of unmeasured behaviors may help us here.,,TRUE
script|job.arctic-salmon-competition.suggestArcticCodEat:0,@E9E37A26,{@guide}    ¿Quizás investiga qué come el {nameof ArcticCod}?,{@guide}    Maybe look into what {nameof ArcticCod} eats?,,TRUE
script|job.arctic-salmon-competition.suggestChinookSalmonEat:0,@B16C63AF,{@guide}    ¿Quizás deberías investigar qué come {nameof ChinookSalmon}?,{@guide}    Maybe look into what {nameof ChinookSalmon} eats?,,TRUE
script|job.arctic-salmon-competition.catchObserveCod:0,@E30EE6C5,"{@player}  ¿Y ahora qué, {nameof @guide}?","{@player}  What now, {nameof @guide}?",,TRUE
script|job.arctic-salmon-competition.catchObserveCod:1,@E20EE532,{@guide}   Tendrás que observar al {nameof ArcticCod} para averiguar qué comen.,{@guide}   You will need to observe the {nameof ArcticCod} to find out what they eat!,,TRUE
script|job.arctic-salmon-competition.catchObserveCod:2,@E10EE39F,Necesitaremos datos de escaneo detallados sobre cualquier organismo que se pueda comer.,We shall need comprehensive scan-data on any organism they might eat.,,TRUE
script|job.arctic-salmon-competition.catchModelFish:0,@471E76EE,"{@player}  Bien, V. ¿Qué sigue?","{@player}  Okay, V. What's next?",,TRUE
script|job.arctic-salmon-competition.catchModelFish:2,@451E73C8,{@guide}    Sugiero que nos dirijamos al {m}Laboratorio de Modelización{/m}.,{@guide}    I would suggest heading to the {m}Modeling Lab{/m}.,,TRUE
script|job.arctic-salmon-competition.catchModelFish:4,@4B1E7D3A,{@guide}    ¡Tenemos que construir un {h}Modelo Visual{/h} y un {h}Modelo de Sincronización{/h}!,{@guide}    We need to construct a {h}Visual Model{/h} and a {h}Sync Model{/h}!,,TRUE
script|job.arctic-salmon-competition.catchReportBack:0,@2B552B46,"{@player} ¿Qué hago ahora, {nameof @guide}?","{@player} What should I be doing now, {nameof @guide}?",,TRUE
script|job.arctic-salmon-competition.catchReportBack:1,@2C552CD9,{@guide}  ¡Vuelve a la estación para informar sobre lo que encontraste!,{@guide}  Head back to the station to report what you found!,,TRUE
script|job.arctic-salmon-competition.argue.intro:4,@BAB81D52,"{@profArctic}  Vale, Oli, espero que tengas una respuesta para mí, porque este modelo me está jalando los pelos.","{@profArctic}  Okay, Ollie, hope you've got an answer for me, because this model is driving me up the wall.",,TRUE
script|job.arctic-salmon-competition.argue.mainQuestion:0,@9589707D,{@profArctic}   ¿Descubriste algo en el ecosistema que pudiera haber afectado a nuestro modelo?,{@profArctic}   Did anything you discover improve our model?,,TRUE
script|job.arctic-salmon-competition.argue.chooseClaim:0,@824670CF,El bacalao y el salmón están en equilibrio,Adding {nameof ArcticCod} improves the model about {nameof ChinookSalmon},,TRUE
script|job.arctic-salmon-competition.argue.chooseClaim:1,@81466F3C,El bacalao y el salmón están en desequilibrio,Adding {nameof ArcticCod} does not improve the model about {nameof ChinookSalmon},,TRUE
script|job.arctic-salmon-competition.argue.chooseClaim:2,@844673F5,Te contestaré después,Let me get back to you,,TRUE
script|job.arctic-salmon-competition.argue.notReady:0,@0FB3C8F4,"{@profArctic} No te preocupes, Oli. Avísame cuando estés lista.","{@profArctic}   No worries, Ollie. Let me know when you're ready.",,TRUE
script|job.arctic-salmon-competition.argue.notImprove:4,@5D8148FB,"{@profArctic} Mmm, interesante. ¿Puedes enseñarme tu último modelo?","{@profArctic}  Hmm, interesting. Can you show me your newest model?",,TRUE
script|job.arctic-salmon-competition.argue.notImprove:5,@5C814768,Presentar los datos del AQOS,Present facts from AQOS,,TRUE
script|job.arctic-salmon-competition.argue.notImprove:8,@598142AF,Ahorita regreso,Let me get back to you.,,TRUE
script|job.arctic-salmon-competition.argue.correctModelNotImprove:0,@F48F8460,"{@profArctic} De hecho, esto concuerda mejor con nuestras medidas del {nameof ChinookSalmon} que con nuestro modelo anterior.",{@profArctic}   This is actually much more in line with our measurements of {nameof ChinookSalmon} than our previous model.,,TRUE
script|job.arctic-salmon-competition.argue.correctModelNotImprove:1,@F58F85F3,Creo que deberías revisar tu hipótesis.,I think you may need to revisit your claim.,,TRUE
script|job.arctic-salmon-competition.argue.unrelatedNotImprove:0,@8F49E1A9,"{@profArctic} Lo siento, Oli , pero esto no es muy útil.","{@profArctic}  Sorry, Ollie, but this isn't exactly helpful.",,TRUE
script|job.arctic-salmon-competition.argue.improve:1,@E72F6553,{@profArctic} Ya me explicaste por qué al añadir {nameof ArcticCod} hay una diferencia en el ecosistema.,{@profArctic}   You already explained to me why adding {nameof ArcticCod} makes a difference in the ecosystem.,,TRUE
script|job.arctic-salmon-competition.argue.improveQuery:0,@335A667C,{@profArctic} ¿Por qué importa añadir bacalao? ¿Comparten recursos?,{@profArctic}   Why does adding cod matter? Do they share resources?,,TRUE
script|job.arctic-salmon-competition.argue.improveQuery:1,@345A680F,Presentar los datos del AQOS,Present facts from AQOS,,TRUE
script|job.arctic-salmon-competition.argue.improveQuery:4,@2F5A6030,Ahorita regreso,Let me get back to you.,,TRUE
script|job.arctic-salmon-competition.argue.unrelatedEats:0,@BF9BE79D,"{@profArctic} Eso no se ve bien, Oli .","{@profArctic}   That doesn't look right, Ollie.",,TRUE
script|job.arctic-salmon-competition.argue.unrelatedEats:1,@BE9BE60A,Necesito ver si hay una sobreposición entre las fuentes de comida del {nameof ArcticCod} y {nameof ChinookSalmon}.,I need to see whether there is overlap between {nameof ArcticCod}'s and {nameof ChinookSalmon}'s food sources.,,TRUE
script|job.arctic-salmon-competition.argue.correctEats:0,@F5DA4E29,"{@profArctic}   Ah. Entonces, sin duda hay una sobreposición allí.",{@profArctic}   Ah. So there is definitely overlap there.,,TRUE
script|job.arctic-salmon-competition.argue.modelQuery:0,@99DF5837,{@profArctic} ¿Así que tu información sobre el Bacalao mejoró nuestro modelo? ¿Puedo ver la versión actualizada?,{@profArctic}   Can you show me the impact on the model?,,TRUE
script|job.arctic-salmon-competition.argue.chooseFactsModel:0,@A848DA55,Presentar los datos del AQOS,Present facts from AQOS,,TRUE
script|job.arctic-salmon-competition.argue.chooseFactsModel:3,@A548D59C,Ahorita regreso,Let me get back to you.,,TRUE
script|job.arctic-salmon-competition.argue.correctModel:1,@D4F5CC3C,"{@profArctic}  Uy, ¡eso sí que tiene mejor pinta!","{@profArctic}  Oh, that is definitely looking better!",,TRUE
script|job.arctic-salmon-competition.argue.correctModel:2,@D7F5D0F5,Tenemos que seguir trabajando. Pero estos datos son el avance que necesitábamos.,We'll need to keep working. But this data is the breakthrough we needed.,,TRUE
script|job.arctic-salmon-competition.argue.correctModel:3,@D6F5CF62,"¡Gracias, Oli! No sé qué haría sin ti.","Thanks, Ollie! Don't know what I would do without you.",,TRUE
script|job.arctic-salmon-competition.argue.unrelatedModel:0,@47A7F003,"{@profArctic} No es eso, Oli. Necesito ver un modelo numérico actualizado sobre el salmón y el bacalao.","{@profArctic}   That's not it, Ollie. I need to see an updated Numerical Model about {nameof ChinookSalmon} and {nameof ArcticCod}.",,TRUE
script|job.arctic-salmon-competition.argue.unrelatedModel:2,@49A7F329,{@profArctic}   ¿Mejoró nuestro modelo tu información sobre el Bacalao?,{@profArctic}   Did your information about the {nameof ArcticCod} improve our model?,,TRUE
script|job.arctic-salmon-competition.argue.notSure:-264,@BF8BF7C5,"{@profArctic} No te preocupes, Oli. Avísame cuando estés lista.","{@profArctic}   No worries, Ollie. Let me know when you're ready.",,TRUE
script|job.arctic-salmon-monitoring.start:0,@2AD80343,"{@profArctic} ¡Gracias, Oli! Nadie se ofrece a ayudar con los conteos del salmón.","{@profArctic} Thank you, Ollie! No one ever offers to help with the salmon estimates.",,TRUE
script|job.arctic-salmon-monitoring.start:1,@29D801B0,{@player} Pero... no lo entiendo.,{@player}  But... I don't get it.,,TRUE
script|job.arctic-salmon-monitoring.start:2,@2CD80669,Parece que ya contaste las poblaciones actuales del salmón.,It looks like you already counted the current salmon populations.,,TRUE
script|job.arctic-salmon-monitoring.start:3,@2BD804D6,"{@profArctic} Claro, una vez. Eso significa que es hora de volver a contar.","{@profArctic}  Sure, once. That means it's time to count again.",,TRUE
script|job.arctic-salmon-monitoring.start:4,@2ED8098F,"{@player} ¿En serio? ¿Las cuentas dos veces, todas las veces?","{@player}   ¿En serio? You count them twice, every time?",,TRUE
script|job.arctic-salmon-monitoring.start:5,@2DD807FC,{@profArctic}\tSí. Mi trabajo requiere un monitoreo detallado y a largo plazo hacia los salmones. ¡Es fascinante!,"{@profArctic}\tYep. My work requires detailed, long-term monitoring of the salmon. It's fascinating!",,TRUE
script|job.arctic-salmon-monitoring.start:6,@30D80CB5,"Los recuentos no tienen que ser exactamente iguales, pero queremos verificar si nuestros datos son bastante precisos.","The counts don't have to be exactly the same, but we want to verify our data is reasonably accurate.",,TRUE
script|job.arctic-salmon-monitoring.start:7,@2FD80B22,"Yo me ocuparé de ello, si estás muy ocupada... estoy acostumbrada a manejar las cosas por mí misma.","I'll take care of it, if you're too busy--I'm used to handling things myself.",,TRUE
script|job.arctic-salmon-monitoring.start:8,@32D80FDB,"{@player}\t No pues, yo me encargo.","{@player}\tNah, I've got this.",,TRUE
script|job.arctic-salmon-monitoring.start:9,@31D80E48,Hacíamos recuentos como éste todo el tiempo en el puesto de mi mamá. Soy básicamente una experta.,We do counts like this all the time back at my mom's station. I'm basically an expert.,,TRUE
script|job.arctic-salmon-monitoring.start:10,@5F0A5C80,"{@profArctic}  ¡Oh, eso es perfecto! ¡Hazme saber lo que encuentras!","{@profArctic}  Oh, that's perfect! Let me know what you find!",,TRUE
script|job.arctic-salmon-monitoring.countsComplete:0,@C1281FCA,{@player} No puedo creer que {nameof @profArctic} siempre hace esto sola.,{@player} I can't believe {nameof @profArctic} does this by herself every time.,,TRUE
script|job.arctic-salmon-monitoring.countsComplete:1,@C228215D,¡Le debe importar mucho el salmón!,She must really care about the salmon!,,TRUE
script|job.arctic-salmon-monitoring.countsComplete:2,@BF281CA4,"¿Qué hacemos ahora, {nameof @guide}?","What should we do next, {nameof @guide}?",,TRUE
script|job.arctic-salmon-monitoring.countsComplete:3,@C0281E37,{@guide}  ¡Tienes que añadir tus recuentos a los registros de los investigadores en la estación!,{@guide}  You need to add your estimates to the researchers' records at the station!,,TRUE
script|job.arctic-salmon-monitoring.catchCountSalmon:0,@9B49EAA5,"{@player} ¿Qué sigue, {nameof @guide}?","{@player} What's next, {nameof @guide}?",,TRUE
script|job.arctic-salmon-monitoring.catchCountSalmon:1,@9A49E912,{@guide}  Tienes que contar las poblaciones del {nameof ChinookSalmon}.,{@guide}  You need to count the {nameof ChinookSalmon} populations!,,TRUE
script|job.arctic-salmon-monitoring.catchCountSalmon:2,@9949E77F,Activa tu {h}Modo de Conteo de Poblaciones{/h} cuando estés cerca de los salmones en el {m}Mar Glacial{/m}.,Turn on your {h}Population Count Mode{/h} when you're close to the salmon in the {m}Frosted Sea{/m}.,,TRUE
script|job.arctic-salmon-monitoring.catchReportBack:0,@E0587DF5,"{@player} ¿Qué debemos hacer ahora, {nameof @guide}?","{@player} What should we do now, {nameof @guide}?",,TRUE
script|job.arctic-salmon-monitoring.catchReportBack:1,@DF587C62,{@guide}  ¡Es hora de informar a {nameof @profArctic}!,{@guide}  It's time to report back to {nameof @profArctic}!,,TRUE
script|job.arctic-salmon-monitoring.argue.mainQuestion:0,@4864BAA4,"{@profArctic} Está hermoso ahí fuera, ¿verdad?","{@profArctic} Beautiful out there, isn't it?",,TRUE
script|job.arctic-salmon-monitoring.argue.mainQuestion:1,@4964BC37,¿Terminaste de contar los salmones? ¿Qué encontraste?,Did you finish counting the salmon? What did you find?,,TRUE
script|job.arctic-salmon-monitoring.argue.presentFacts:0,@B9B0688F,Presentar los datos del AQOS,Present facts from AQOS,,TRUE
script|job.arctic-salmon-monitoring.argue.presentFacts:3,@BAB06A22,Te contestaré después,Let me get back to you,,TRUE
script|job.arctic-salmon-monitoring.argue.correctFacts:1,@E5A56D1B,"{@profArctic}  Oh, ¡esto es fantástico! Parece que los conteos son exactos.","{@profArctic}  Oh, this is great! Looks like the estimates are accurate.",,TRUE
script|job.arctic-salmon-monitoring.argue.correctFacts:2,@E6A56EAE,Aquí me gusta vigilar de cerca nuestras poblaciones de salmón.,I like to keep a close eye on our salmon populations here.,,TRUE
script|job.arctic-salmon-monitoring.argue.correctFacts:3,@E7A57041,{@player} Lo entiendo perfectamente. Mi mami es igual con las Algas y las Nutrias en mi casa.,{@player} I totally get it. My mom is the same way with the Kelp and Otters back home.,,TRUE
script|job.arctic-salmon-monitoring.argue.correctFacts:4,@E8A571D4,¿Necesitas más ayuda?,Do you need any more help?,,TRUE
script|job.arctic-salmon-monitoring.argue.correctFacts:5,@E9A57367,{@profArctic} Pues... sí. Siempre.,{@profArctic}   Well... yes. Always.,,TRUE
script|job.arctic-salmon-monitoring.argue.correctFacts:6,@EAA574FA,Pero la gente de fuera normalmente se marchan de este lugar lo más rápido posible.,But outsiders usually leave this place as fast as possible.,,TRUE
script|job.arctic-salmon-monitoring.argue.correctFacts:7,@EBA5768D,Es muy lejano y extremo. Y friyisimo.,"I mean, it is remote and extreme. And super cold.",,TRUE
script|job.arctic-salmon-monitoring.argue.correctFacts:8,@DCA55EF0,{@player}\t Es cierto. Pero creo que me gusta.,{@player}\t\tThat's true. But I think I kind of love it.,,TRUE
script|job.arctic-salmon-monitoring.argue.correctFacts:9,@DDA56083,"{@profArctic} Bueno, si vas a ayudar por aquí, tendré que enviarte algunos datos preliminares.","{@profArctic}   Well, if you're gonna be helping out around here, I'll need to send you some preliminary data.",,TRUE
script|job.arctic-salmon-monitoring.argue.correctFacts:10,@AE6ADAB1,Aquí los tienes. ¡Búscalos en tu AQOS!,Here you go. Look for it in your AQOS!,,TRUE
script|job.arctic-salmon-monitoring.argue.incorrectFacts:0,@D8C6EE43,{@profArctic}\tUm. Esto no parece un conteo de población del salmón. ¿Se me escapa algo?,{@profArctic}\tUm. This doesn't look like a salmon population count. Am I missing something?,,TRUE
script|job.arctic-salmon-monitoring.argue.giveUp:0,@6CBD0691,"{@profArctic}\tNo hay problema, Oli. Avísame cuando estés lista.","{@profArctic}\tNo problem, Ollie. Just let me know when you're ready.",,TRUE
script|job.arctic-seal-habbits.start:0,@60B7D0D3,"{@profArctic} ¡Esto esta chido, Oli! Llevo tanto tiempo pensando en las Focas Listadas.","{@profArctic} Oh, this is great, Ollie! I've been curious about the Ribbon Seals for so long.",,TRUE
script|job.arctic-seal-habbits.start:1,@5FB7CF40,Aunque no puedo prometerte que vayas a ver una. Son difíciles de encontrar.,Though I can't promise you'll see one. They're a pretty rare find.,,TRUE
script|job.arctic-seal-habbits.start:2,@62B7D3F9,{@arcticSci} Es verdad. Tu hermana les decía solitarias... como muchos de nosotros aquí.,{@arcticSci}  It's true. Your sister called them loners... like a lot of us here.,,TRUE
script|job.arctic-seal-habbits.start:3,@61B7D266,"Yo nunca vi una, pero Juno se topó con ellas una o dos veces...","I've never seen one, but Juno here has stumbled upon them once or twice--",,TRUE
