Line Name, Code, English
script|job.coral-remove-sarg.experimentEnd:1, @066067FC, "{@kevin}\tGreat! Now let's see how this affects the coral by making a model."
script|job.coral-remove-sarg.helpAfterExperiment:0, @2297CDE7, "{@player} \tWhat should we be doing next?"
script|job.coral-remove-sarg.helpAfterExperiment:1, @2197CC54, "{@kevin}\tWe should take this new knowledge about Sargassum and make a model to know for sure what's causing the low light."
script|job.coral-remove-sarg.InterventionModelingSetup:0, @BCEB1978, "{@kevin} \tMake sure you add the rule we just learned, and let's get started!"
script|job.coral-remove-sarg.ModelHelp1:0, @E2E03B44, "{@player} \tWhat should I do next?"
script|job.coral-remove-sarg.ModelHelp1:1, @E3E03CD7, "{@kevin}\tMake sure to import the new rule we just learned, and then press ""Simulate"""
script|job.coral-remove-sarg.InterventionGetSync:0, @B80D5837, "{@kevin} \tNow, let's match up the historical data again."
script|job.coral-remove-sarg.ModelHelp2:0, @630BA099, "{@player} \tWhat should I do next?"
script|job.coral-remove-sarg.ModelHelp2:1, @620B9F06, "{@kevin}\tDrag the sliders on the left to match the historical data, and then press ""Sync"" to continue."
script|job.coral-remove-sarg.ModelHelp2:2, @610B9D73, "{@kevin}\tIf you can't get the historical data to match, you might need to spend more time in the {nameof Experimentation} first."
script|job.coral-remove-sarg.InterventionModelSyncedImmediate:0, @47C96EB4, "{@kevin} \tLooks good!!"
script|job.coral-remove-sarg.ModelHelp3:0, @7C7E2412, "{@player} \tWhat should I do next?"
script|job.coral-remove-sarg.ModelHelp3:1, @7D7E25A5, "{@kevin}\tThe graph now shows a prediction of how the light levels change over time."
script|job.coral-remove-sarg.ModelHelp3:2, @7A7E20EC, "{@kevin}\tHit the ""Save Prediction"" button to move on."
script|job.coral-remove-sarg.InterventionModelingGraphComplete:0, @6AD6B97A, "{@kevin} \tNicely done! Looks like Sargassum is to blame for the low light at Site R. Let's report this back to Professor Cempaka."
script|job.coral-remove-sarg.helpAfterModel:0, @AC7EE73D, "{@player} \tWhat should we be doing next?"
script|job.coral-remove-sarg.helpAfterModel:1, @AB7EE5AA, "{@kevin}\tLet's report back to the {map-name}Office{/map-name} with our findings!"
script|job.kelp-bull-kelp-forest.start:2, @10A8ACB8, "{@drJules}\tOh, welcome back, {player-name}!"
script|job.kelp-bull-kelp-forest.start:3, @11A8AE4B, "I need you to head over to Site A and see if anything has changed."
script|job.kelp-bull-kelp-forest.start:4, @16A8B62A, "When you're done, check in with me at your {map-name}Office{/map-name}!"
script|job.kelp-bull-kelp-forest.helpGoOutside:0, @0082DAAA, "{@player}   Any idea where I should go next?"
script|job.kelp-bull-kelp-forest.helpGoOutside:1, @0182DC3D, "{@kevin}\tGo out to your sub and head over to Site A."
script|job.kelp-bull-kelp-forest.helpWrongSite:0, @F8008CDD, "{player}    Is this where we should be?"
script|job.kelp-bull-kelp-forest.helpWrongSite:1, @F7008B4A, "{@kevin}    No, I don't think so..."
script|job.kelp-bull-kelp-forest.helpWrongSite:2, @F60089B7, "Let's surface and head over to Site A."
script|job.kelp-bull-kelp-forest.helpGoToSiteA:0, @52D665F4, "{@player} \tWhere should we be going again?"
script|job.kelp-bull-kelp-forest.helpGoToSiteA:1, @53D66787, "{@kevin}\tSite A should be just west of the ship."
script|job.kelp-bull-kelp-forest.helpGoToSiteA:2, @54D6691A, "Let's head over!"
script|job.kelp-bull-kelp-forest.helpAtSiteA:0, @E5CC12EE, "{@player} \tSo... what now?"
script|job.kelp-bull-kelp-forest.helpAtSiteA:1, @E6CC1481, "{@kevin}\tWe need to look around for new species."
script|job.kelp-bull-kelp-forest.helpGoToLab:0, @5F77EEC5, "{@player} \tWhere should I go next?"
script|job.kelp-bull-kelp-forest.helpGoToLab:1, @5E77ED32, "{@kevin}\tNow that we've discovered {nameof BullKelp}, let's head back to the {nameof Experimentation}."
script|job.kelp-bull-kelp-forest.helpGoToLab:4, @5B77E879, "{@kevin}\tIt's pretty down here and all, but we should head back to the surface."
script|job.kelp-bull-kelp-forest.helpGoToLab:6, @5977E553, "{@kevin}\tFirst, let's head back to the ship."
script|job.kelp-bull-kelp-forest.helpDoExperiment:0, @0E5565CB, "{@player} \tWhat should we do now?"
script|job.kelp-bull-kelp-forest.helpDoExperiment.InExperiment:1, @AAC3ABE0, "{@kevin}    Is anything interacting with the {pluralnameof BullKelp}?"
script|job.kelp-bull-kelp-forest.helpDoExperiment.InExperiment:3, @ACC3AF06, "{@kevin}    Is it possible to get any new information from this experiment?"
script|job.kelp-bull-kelp-forest.helpDoExperiment.InExperiment:4, @AFC3B3BF, "I don't see any {pluralname BullKelp} in this tank..."
script|job.kelp-bull-kelp-forest.helpDoExperiment.TankView:0, @70C27E3E, "{@kevin}    We have a new species - let's see if anything we already have interacts with it."
script|job.kelp-bull-kelp-forest.helpDoExperiment.TankView:2, @6EC27B18, "We've added some {pluralnameof BullKelp} - what might it interact with?"
script|job.kelp-bull-kelp-forest.helpDoExperiment.TankView:4, @74C2848A, "Maybe we should add some {pluralnameof BullKelp}?"
script|job.kelp-bull-kelp-forest.helpDoExperiment.None:0, @516B96A9, "{@kevin}    We have a new species - let's see if anything we already have interacts with it."
script|job.kelp-bull-kelp-forest.helpDoExperiment.None:1, @506B9516, "We should be able to run an {h}Observation Tank{/h} experiment like last time."
script|job.kelp-bull-kelp-forest.helpReportBack:0, @07E8A818, "{@player} \tWhat should we do now?"
script|job.kelp-bull-kelp-forest.helpReportBack:1, @08E8A9AB, "{@kevin}\tWe've found a new relationship between {pluralnameof Urchin} and {pluralnameof BullKelp}. So let's report back to Kel."
script|job.kelp-bull-kelp-forest.helpReportBack:3, @0AE8ACD1, "{@kevin}\tWe should first head back to the {map-name}Office{/map-name}."
script|job.kelp-bull-kelp-forest.helpReportBack:5, @0CE8AFF7, "{@kevin}\tJust like last time, you can report your findings using the {h}Computer{/h}."
script|job.kelp-bull-kelp-forest.end:0, @A28D598F, "{@drJules}  Nice work!"
script|job.kelp-bull-kelp-forest.end:1, @A18D57FC, "You've learned that {pluralnameof BullKelp} power the whole forest at Site A."
script|job.kelp-bull-kelp-forest.end:2, @A48D5CB5, "{@player}   Yeah, it's interesting how both {pluralnameof BullKelp} and {pluralnameof GiantKelp} seem to have the same role in their environments."
script|job.kelp-bull-kelp-forest.end:3, @A38D5B22, "{@drJules}  Indeed! Finding those parallels can be quite rewarding."
script|job.kelp-bull-kelp-forest.end:4, @9E8D5343, "For now, though, you should head back to the {map-name}Job Board{/map-name}."
script|job.kelp-bull-kelp-forest.end:5, @9D8D51B0, "I have another job for you."
script|job.kelp-save-urchin-barren.start:2, @E5D9008A, "{@drJules}  Ok. So the {nameof UrchinBarren} isn't looking great."
script|job.kelp-save-urchin-barren.start:3, @E6D9021D, "But I think we can fix it."
script|job.kelp-save-urchin-barren.start:4, @DFD8F718, "There's one more part of the {h}Simulator{/h} I haven't shown you yet."
script|job.kelp-save-urchin-barren.start:5, @E0D8F8AB, "Meet me back at the {h}Modeling Whiteboard{/h}."
script|job.kelp-save-urchin-barren.helpGoToModeling:0, @FF612C3B, "{@player} \tHow should we start making a plan to repair Site B?"
script|job.kelp-save-urchin-barren.helpGoToModeling:1, @FE612AA8, "{@kevin}\tMaybe we could make another model."
script|job.kelp-save-urchin-barren.helpGoToModeling:3, @00612DCE, "{@kevin}    Let's head into the {h}Modeling Whiteboard{/h}."
script|job.kelp-save-urchin-barren.helpGoToModeling:5, @026130F4, "{@kevin}    Let's head over to the {nameof Modeling}."
script|job.kelp-save-urchin-barren.InterventionModelingSetup:2, @12FF9D39, "{@drJules}  This time, we're going to use the modeling tool to {h}predict{/h} what could happen if we intervened with the ecosystem in some way."
script|job.kelp-save-urchin-barren.InterventionModelingSetup:3, @11FF9BA6, "You should have all the rules from your {item-name}Bestiary{/item-name} added already, so hit that {h}Simulate{/h} button!"
script|job.kelp-save-urchin-barren.ModelHelp1:0, @B1377D59, "{@player} \tWhat should I do again?"
script|job.kelp-save-urchin-barren.ModelHelp1:1, @B0377BC6, "{@kevin}\tLet's start up the {h}Simulator{/h}."
script|job.kelp-save-urchin-barren.InterventionGetSync:0, @4BDCE374, "{@drJules}  Just like before, you should set up your populations so they match up with the historical populations you got from the {h}Probe{/h}."
script|job.kelp-save-urchin-barren.InterventionGetSync:1, @4CDCE507, "If they line up, our model is good, and then we can use it to {h}predict{/h}."
script|job.kelp-save-urchin-barren.ModelHelp2:0, @310C1804, "{@player} \tHow do I do this again?"
script|job.kelp-save-urchin-barren.ModelHelp2:1, @320C1997, "{@kevin}\tDrag the sliders on the left so your model matches the data from Site B."
script|job.kelp-save-urchin-barren.ModelHelp2:2, @330C1B2A, "Once everything lines up, press the ""Sync"" button to continue."
script|job.kelp-save-urchin-barren.InterventionModelSyncedImmediate:0, @47A8F34D, "{@kevin}    Yes! Nailed it!"
script|job.kelp-save-urchin-barren.InterventionModelSynced:0, @4DB27A7C, "{@drJules}  Nice work! Now I need you to see if there's anything we can adjust to make the {critter-name}Kelp{/critter-name} population rise again."
script|job.kelp-save-urchin-barren.InterventionModelSynced:1, @4EB27C0F, "What would happen if we added {critter-name}Kelp{/critter-name}, or removed {pluralnameof Urchin}, or even..."
script|job.kelp-save-urchin-barren.InterventionModelSynced:2, @4FB27DA2, "Oh, sorry, I have to go for now. Good luck! Come talk to me in the {map-name}Office{/map-name} when you're done!"
script|job.kelp-save-urchin-barren.InterventionModelSynced:5, @4AB275C3, "{@kevin}    Looks like we're on our own. Let's see what we can do."
script|job.kelp-save-urchin-barren.ModelHelp3:0, @0785F3A3, "{@player} \tI'm a bit stuck here - got any tips for me, Kevin?"
script|job.kelp-save-urchin-barren.ModelHelp3:1, @0685F210, "{@kevin}\tWe want to change something so the {critter-name}Kelp{/critter-name} population increases to the target on the right."
script|job.kelp-save-urchin-barren.ModelHelp3:2, @0985F6C9, "It seems like the main problem now is that it keeps getting eaten by {pluralnameof Urchin}."
script|job.kelp-save-urchin-barren.ModelHelp3:3, @0885F536, "I wonder if there's something we could add that would keep the {nameof Urchin} population under control..."
script|job.kelp-save-urchin-barren.InterventionModelPredictImmediate:0, @DD7FABF4, "{@kevin}    That looks promising! Let's save the result."
script|job.kelp-save-urchin-barren.InterventionModelingGraphComplete:0, @51B37E1D, "{@kevin}    Ok. It looks like we have a plan!"
script|job.kelp-save-urchin-barren.InterventionModelingGraphComplete:1, @50B37C8A, "I have no idea what adding {pluralnameof SeaOtter} practically means, but let's report back to {nameof @drJules} at the {map-name}Office{/map-name}."
script|job.kelp-save-urchin-barren.helpReportBack:1, @D1A46505, "{@player} \tWhat should we do now?"
script|job.kelp-save-urchin-barren.helpReportBack:2, @CEA4604C, "{@kevin}\tWe've got a model now that shows us what might help Site B, so let's report back to Dr. Kelpurnia."
script|job.kelp-save-urchin-barren.helpReportBack:3, @CFA461DF, "{@kevin}\tWe should first head back to the {map-name}Office{/map-name}."
script|job.kelp-save-urchin-barren.helpReportBack:5, @CDA45EB9, "{@player} \tSo... now what?"
script|job.kelp-save-urchin-barren.helpReportBack:6, @CAA45A00, "{@kevin}\tWe can report our findings to Dr. Kelpurnia using the {h}Computer{/h}."
script|job.kelp-save-urchin-barren.end:2, @43BFF433, "{@drJules}  Absolutely fantastic work, you two."
script|job.kelp-save-urchin-barren.end:3, @42BFF2A0, "{@player}   Thanks. It was nice being able to use some science to help."
script|job.kelp-save-urchin-barren.end:4, @49BFFDA5, "{@drJules}  Here, take this. It might be helpful in the future."
script|job.kelp-save-urchin-barren.end:13, @2F3030AF, "{@player}\tOh, thanks!"
script|job.kelp-save-urchin-barren.end:14, @2C302BF6, "{@drJules}\tI have colleagues out there in other parts of the ocean too."
script|job.kelp-save-urchin-barren.end:15, @2D302D89, "Maybe you can find work with them too?"
script|job.kelp-save-urchin-barren.end:16, @2A3028D0, "I'll mark their stations on your map."
script|job.kelp-save-urchin-barren.end:28, @B22D2D51, "{@player}\tThanks, Jules!"
script|job.kelp-save-urchin-barren.end:29, @B12D2BBE, "{@drJules}  No problem! Good luck out there!"
script|job.kelp-urchin-barren.start:2, @08084DFA, "{@drJules}  Okay, this next job is going to be a little different."
script|job.kelp-urchin-barren.start:3, @09084F8D, "{@player}   How so?"
script|job.kelp-urchin-barren.start:4, @02084488, "{@drJules}  First, you are going to help us study Site B. It's... not doing well."
script|job.kelp-urchin-barren.start:5, @0308461B, "Second, you're going to learn how to build a model and perform simulations of what is likely going to happen in the future."
script|job.kelp-urchin-barren.start:6, @040847AE, "{@player}   Ooh, you mean we get to predict the future? Sounds cool."
script|job.kelp-urchin-barren.start:7, @05084941, "{@drJules}  Agreed. Models and simulations are very powerful tools!"
script|job.kelp-urchin-barren.start:8, @FE083E3C, "Now head on over to Site B to get started."
script|job.kelp-urchin-barren.start:9, @FF083FCF, "{@kevin}    Where is Site B exactly?"
script|job.kelp-urchin-barren.start:10, @69102CF5, "{@drJules}  It should be southwest of your ship."
script|job.kelp-urchin-barren.helpGoOutside:0, @CDC3F108, "{@player}   Any idea where I should go next?"
script|job.kelp-urchin-barren.helpGoOutside:1, @CEC3F29B, "{@kevin}\tI think we need to head over to Site B."
script|job.kelp-urchin-barren.helpGoOutside:2, @CFC3F42E, "Let's exit the ship."
script|job.kelp-urchin-barren.helpGoToSiteB:0, @B383B7EB, "{@player} \tWhere should I be going again?"
script|job.kelp-urchin-barren.helpGoToSiteB:1, @B283B658, "{@kevin}\tSite B should be southwest of the ship."
script|job.kelp-urchin-barren.helpGoToSiteB:2, @B583BB11, "Let's head over there and dive down."
script|job.kelp-urchin-barren.giveUpgrade1:2, @86A5B218, "{@drJules}  This time, I'll also need you to gather some information on the population counts here."
script|job.kelp-urchin-barren.giveUpgrade1:3, @87A5B3AB, "And for that, you'll need this {nameof ROVTagger}."
script|job.kelp-urchin-barren.giveUpgrade1:5, @8DA5BD1D, "{@drJules}  Once you've {h}scanned{/h} a species, switch to the {nameof ROVTagger} and move close to one of them to {h}count{/h} it."
script|job.kelp-urchin-barren.giveUpgrade1:6, @8AA5B864, "Count enough of them and your {nameof ROVTagger} will do the rest and give you a population estimate."
script|job.kelp-urchin-barren.helpAtSiteB.A:0, @C528295C, "{@player} \tI made it to Site B, what should I do now?"
script|job.kelp-urchin-barren.helpAtSiteB.A:1, @C6282AEF, "{@kevin}\tLet's explore and tag all these organisms."
script|job.kelp-urchin-barren.helpAtSiteB.A:3, @C8282E15, "{@kevin}    Are there any {pluralnameof Urchin} here?"
script|job.kelp-urchin-barren.helpAtSiteB.A:5, @C22824A3, "{@kevin}    We haven't found all the {pluralnameof Urchin} yet."
script|job.kelp-urchin-barren.helpAtSiteB.A:7, @C42827C9, "{@kevin}    I can see a lot of {pluralnameof GiantKelp}..."
script|job.kelp-urchin-barren.helpAtSiteB.A:9, @CE283787, "{@kevin}    Let's try to find the rest of the {pluralnameof GiantKelp}."
script|job.kelp-urchin-barren.giveUpgrade2:2, @C781AB35, "{@drJules}\tAlright, that's the current population... the urchins are really getting out of hand..."
script|job.kelp-urchin-barren.giveUpgrade2:3, @C681A9A2, "Maybe you can try getting some historical population data from the {h}Probe{/h}?"
script|job.kelp-urchin-barren.giveUpgrade2:4, @C181A1C3, "There should be a probe around here somewhere."
script|job.kelp-urchin-barren.giveUpgrade2:5, @C081A030, "Take this {nameof ProbeHacker} - it should let you decode data from the {h}Probes{/h}."
script|job.kelp-urchin-barren.giveUpgrade2:7, @C281A356, "{@drJules}  Once you've done that, head back to the ship."
script|job.kelp-urchin-barren.helpAtSiteB.B:0, @E6902C11, "{@player}   What should I do next?"
script|job.kelp-urchin-barren.helpAtSiteB.B:1, @E5902A7E, "{@kevin}    We just got the {nameof ProbeHacker} from {nameof @drJules}."
script|job.kelp-urchin-barren.helpAtSiteB.B:2, @E49028EB, "Maybe we should look for the {h}Probe{/h}."
script|job.kelp-urchin-barren.unlockModeling:0, @03BB7ED3, "{@kevin}\tAlright, we got the historical data."
script|job.kelp-urchin-barren.unlockModeling:1, @02BB7D40, "{nameof @drJules} said we should head back to the ship now."
script|job.kelp-urchin-barren.helpBackToShip:0, @88D3E3AB, "{@player} \tWhere should I be going again?"
script|job.kelp-urchin-barren.helpBackToShip:1, @87D3E218, "{@kevin}\tWe need to head back to the ship."
script|job.kelp-urchin-barren.atShip:2, @CB2D06E9, "{@drJules}  Okay, it's time for you to learn how to put your facts together into a model."
script|job.kelp-urchin-barren.atShip:3, @CA2D0556, "{@kevin}    Ah, is this another room on the ship?"
script|job.kelp-urchin-barren.atShip:4, @CD2D0A0F, "{@drJules}  Yep! Your ship also has a {nameof Modeling}."
script|job.kelp-urchin-barren.atShip:7, @CE2D0BA2, "$call\tUnlockRoom(modelingRoom)"
script|job.kelp-urchin-barren.atShip:8, @D12D105B, "$call\tUnlockRoom(Modeling)"
script|job.kelp-urchin-barren.atShip:13, @21DA2AB9, "{@drJules}  Head in there and open up the big whiteboard on the wall."
script|job.kelp-urchin-barren.helpGoToModeling:1, @B7068AB8, "{@player} \tI'm back on the ship, what should I do next?"
script|job.kelp-urchin-barren.helpGoToModeling:2, @BA068F71, "{@kevin}\tLet's first head to the {nameof Modeling}."
script|job.kelp-urchin-barren.helpGoToModeling:4, @BC069297, "{@player} \tMade it to the {nameof Modeling}, what do we do from here?"
script|job.kelp-urchin-barren.helpGoToModeling:5, @BB069104, "{@kevin}\tI think {nameof @drJules} is going to teach us how to make a model."
script|job.kelp-urchin-barren.helpGoToModeling:6, @BE0695BD, "Head over to the {map-name}Modeling Whiteboard{/map-name}."
script|job.kelp-urchin-barren.ModelingSetup:2, @7427849A, "{@drJules}  Okay, this is the {h}Modeling Whiteboard{/h}."
script|job.kelp-urchin-barren.ModelingSetup:3, @7527862D, "So you observed that {pluralnameof Urchin} eat {critter-name}Kelp{/critter-name}."
script|job.kelp-urchin-barren.ModelingSetup:4, @6E277B28, "And you also observed that {pluralnameof SeaOtter} eat {pluralnameof Urchin}."
script|job.kelp-urchin-barren.ModelingSetup:5, @6F277CBB, "We can take those facts and add them to our {h}Universal Model{/h}."
script|job.kelp-urchin-barren.ModelingSetup:6, @70277E4E, "That can help us see how they fit together."
script|job.kelp-urchin-barren.ModelingSetup:7, @71277FE1, "Just use the {h}Import Facts{/h} button to add all the facts you have in {item-name}AQOS{/item-name}."
script|job.kelp-urchin-barren.ModelingSetupPhase2:0, @388B37D7, "{@drJules}  Nice work! So now you can see how there's a sort of {h}web{/h} that emerges from these facts."
script|job.kelp-urchin-barren.ModelingSetupPhase2:1, @378B3644, "What you're seeing now is what's known as a {h}Food Web{/h}."
script|job.kelp-urchin-barren.ModelingSetupPhase2:2, @3A8B3AFD, "Now, the tool you're using can do much| much more than just create food webs."
script|job.kelp-urchin-barren.ModelingSetupPhase2:3, @398B396A, "It can also {h}simulate ecosystems{/h}."
script|job.kelp-urchin-barren.ModelingSetupPhase2:4, @348B318B, "Oh! But it'll require a bit more data than you have right now."
script|job.kelp-urchin-barren.ModelingSetupPhase2:5, @338B2FF8, "You see how some of the connections on your web aren't solid? That means your fact isn't able to be simulated yet."
script|job.kelp-urchin-barren.ModelingSetupPhase2:6, @368B34B1, "Let me just send you the missing pieces..."
script|job.kelp-urchin-barren.ModelingSetupPhase2:17, @E326B709, "{@drJules}  The simulator doesn't really work well unless you have numbers to go along with your facts."
script|job.kelp-urchin-barren.ModelingSetupPhase2:18, @EC26C534, "But once you add these, then we should be good to go."
script|job.kelp-urchin-barren.ModelingSetupPhase3:0, @41EA1A68, "{@drJules}  Alright, the simulator should be ready for you now."
script|job.kelp-urchin-barren.ModelingSetupPhase3:1, @42EA1BFB, "Just hit the {h}Simulate{/h} button on the bottom right to start the simulator up."
script|job.kelp-urchin-barren.ModelHelp1.A:0, @38ED90B0, "{@player} \tWhat should I do next?"
script|job.kelp-urchin-barren.ModelHelp1.A:1, @39ED9243, "{@kevin}\tWe have to add our facts to the {h}Universal Model{/h}."
script|job.kelp-urchin-barren.ModelHelp1.A:2, @3AED93D6, "Just use the {h}Import Rules{/h} button to add the behaviors we've noticed so far."
script|job.kelp-urchin-barren.ModelHelp1.B:0, @5A7E35D5, "{@player} \tWhat should I do next?"
script|job.kelp-urchin-barren.ModelHelp1.B:1, @597E3442, "{@kevin}\tThey just gave us some new facts to add."
script|job.kelp-urchin-barren.ModelHelp1.B:2, @587E32AF, "Let's get those imported!"
script|job.kelp-urchin-barren.ModelHelp1.C:0, @72B384CE, "{@player} \tWhat should I do next?"
script|job.kelp-urchin-barren.ModelHelp1.C:1, @73B38661, "{@kevin}\tWe have everything imported. I think we should start up the simulator."
script|job.kelp-urchin-barren.GetSync:0, @4192AFB3, "{@drJules}  Welcome to the {h}Simulator{/h}! This is where all your facts get turned into a big simulation."
script|job.kelp-urchin-barren.GetSync:1, @4092AE20, "What that practically means is that we have a bunch of virtual {pluralnameof Urchin} and {pluralnameof GiantKelp} interacting with each other."
script|job.kelp-urchin-barren.GetSync:2, @4392B2D9, "And their interactions are driven by the facts you have."
script|job.kelp-urchin-barren.GetSync:3, @4292B146, "So if you've got a fact that says ""{pluralnameof Urchin} eat {pluralnameof GiantKelp}"", then these virtual Urchins will eat the virtual Giant Kelp."
script|job.kelp-urchin-barren.GetSync:4, @4592B5FF, "More than that, though, you've also got the population histories you downloaded from the {h}Probe{/h} back in Site B."
script|job.kelp-urchin-barren.GetSync:5, @4492B46C, "Those histories are represented on the graph by those thick faded lines."
script|job.kelp-urchin-barren.GetSync:6, @4792B925, "As your virtual organisms eat, and die, and reproduce, their populations will show up on the graph too."
script|job.kelp-urchin-barren.GetSync:7, @4692B792, "Your goal is to get those to line up with the historical populations!"
script|job.kelp-urchin-barren.GetSync:8, @4992BC4B, "Start by setting the starting populations for your virtual organisms. You should just be able to drag those sliders on the left to match the historical population."
script|job.kelp-urchin-barren.GetSync:9, @4892BAB8, "If you can get the resulting graph to line up with the historical graph, then we know enough to be able to make a model!"
script|job.kelp-urchin-barren.ModelHelp2:0, @4D050594, "{@player} \tWhat should I do next?"
script|job.kelp-urchin-barren.ModelHelp2:1, @4E050727, "{@kevin}\tDrag the sliders on the left so your model matches the data from Site B."
script|job.kelp-urchin-barren.ModelHelp2:2, @4F0508BA, "Once everything lines up, hit the {h}Sync{/h} button to continue."
script|job.kelp-urchin-barren.ModelSynced:0, @E8DCCBCF, "{@drJules}  Perfect! The model's output lines up with actual past population data, so we know we've created a useful model."
script|job.kelp-urchin-barren.ModelSynced:1, @E7DCCA3C, "Now let's see what it predicts will happen next. Hit the {h}Sync{/h} button."
script|job.kelp-urchin-barren.ModelHelp3:0, @237EE133, "{@player} \tWhat should I do next?"
script|job.kelp-urchin-barren.ModelHelp3:1, @227EDFA0, "{@kevin}\tThe graph seems to be showing a prediction of what the populations will be in the future."
script|job.kelp-urchin-barren.ModelHelp3:2, @257EE459, "There's a big {h}Save Prediction{/h} button on the right. Maybe we should hit it?"
script|job.kelp-urchin-barren.ModelingGraphComplete:0, @668D4316, "{@drJules}  Nice work! You've just made a {h}model{/h}!"
script|job.kelp-urchin-barren.ModelingGraphComplete:1, @678D44A9, "Now bring that back to the {map-name}Office{/map-name}."
script|job.kelp-urchin-barren.ModelingGraphComplete:4, @6A8D4962, "{@kevin}    So it looks like the {pluralnameof GiantKelp} and {pluralnameof Urchin} will sort of stay at a low level."
script|job.kelp-urchin-barren.ModelingGraphComplete:5, @6B8D4AF5, "That doesn't sound great..."
script|job.kelp-urchin-barren.helpReportBack:1, @4369EC75, "{@player}   What should I be doing again?"
script|job.kelp-urchin-barren.helpReportBack:2, @4069E7BC, "{@kevin}    Report your findings to {nameof @drJules}."
script|job.kelp-urchin-barren.helpReportBack:4, @3E69E496, "{@player}   What should we do now?"
script|job.kelp-urchin-barren.helpReportBack:5, @3F69E629, "{@kevin}    Let's report our findings to {nameof @drJules} using the {h}Computer{/h}."
script|job.kelp-urchin-barren.helpReportBack:7, @3D69E303, "{@player} \tWhat should we do now?"
script|job.kelp-urchin-barren.helpReportBack:8, @4A69F77A, "{@kevin}\tWell, we've completed the modeling, so let's report back to {nameof @drJules}."
script|job.kelp-urchin-barren.helpReportBack:9, @4B69F90D, "We should first head back to the {map-name}Office{/map-name}.$endif"
script|job.kelp-urchin-barren.end:2, @B3FE90A3, "{@drJules}  Well then. That's a bit depressing."
script|job.kelp-urchin-barren.end:3, @B2FE8F10, "{@player}   Yeah..."
script|job.kelp-urchin-barren.end:4, @B9FE9A15, "{@drJules}  But| don't lose hope yet. I have one last job for you."
script|job.kelp-welcome.start:3, @359AE6E5, "{@drJules}\tLovely! Thanks for the help."
script|job.kelp-welcome.start:4, @2E9ADBE0, "Drive your sub over to site C to get started."
script|job.kelp-welcome.start:5, @2F9ADD73, "{@player}\tOk, great! The sub, which is located...um..."
script|job.kelp-welcome.start:6, @309ADF06, "{@kevin}\tRight outside the door."
script|job.kelp-welcome.start:7, @319AE099, "{@player}\tOh, yeah. I knew that."
script|job.kelp-welcome.start:8, @3A9AEEC4, "(Thanks, Kevin.)"
script|job.kelp-welcome.start:12, @C9D436F7, "{@drJules}   One more tip! You can check your {item-name}AQOS Tablet{/item-name} to see all the info about your active job!"
script|job.kelp-welcome.helpGoOutsideToSubShip:1, @5B08AEE8, "{@player}   Um... what are we supposed to do, again?"
script|job.kelp-welcome.helpGoOutsideToSubShip:2, @5E08B3A1, "{@kevin}\tHead out the door and find the sub!"
script|job.kelp-welcome.helpGoOutsideToSubShip:4, @6008B6C7, "{@player}   Where's the sub again?"
script|job.kelp-welcome.helpGoOutsideToSubShip:5, @5F08B534, "{@kevin}\tBright yellow. Says ""sub"" on it. You literally can't miss it."
script|job.kelp-welcome.navigation:2, @DF1884D0, "{@drJules}\tHead over to Site C and get to work!"
script|job.kelp-welcome.helpGoToSiteC:0, @5D594A54, "{@kevin}\tYou need to find Site C, then dive."
script|job.kelp-welcome.helpGoToSiteC:1, @5E594BE7, "Unless you'd rather just float here forever."
script|job.kelp-welcome.diveSite:2, @1D38B3AF, "{@drJules}  Welcome to the kelp forest! Beautiful, isn't it?"
script|job.kelp-welcome.diveSite:3, @1C38B21C, "{@player}   Totally beautiful. Not creepy at all."
script|job.kelp-welcome.diveSite:4, @1B38B089, "{@drJules}  Use your {nameof ROVScanner} to ID all the species down here."
script|job.kelp-welcome.diveSite:7, @1838ABD0, "{@drJules}  The {nameof ROVScanner} searches for life forms automatically."
script|job.kelp-welcome.diveSite:8, @2738C36D, "Click the red targets to ID a new plant or animal species!"
script|job.kelp-welcome.helpAtSiteC:0, @2584E7EE, "{@player}   What now?"
script|job.kelp-welcome.helpAtSiteC:1, @2684E981, "{@kevin}    She said to document all the species down here."
script|job.kelp-welcome.helpAtSiteC:2, @2384E4C8, "I think we're missing some. Better keep looking."
script|job.kelp-welcome.navigation.goBackUp:3, @7A3AB699, "{@drJules}  Excellent work! Looks like you got everything."
script|job.kelp-welcome.navigation.goBackUp:4, @7B3AB82C, "Meet me back up at the surface!"
script|job.kelp-welcome.helpAtSiteCCompleted:0, @F31263DF, "{@player} \tUm... Kevin? Now what?"
script|job.kelp-welcome.helpAtSiteCCompleted:1, @F212624C, "{@kevin}    We're done here. Head back to the surface!"
script|job.kelp-welcome.navigation.return:2, @050EF224, "{@drJules}  Head back to the ship for your next task!"
script|job.kelp-welcome.navigation.return.incomplete:2, @763E472E, "{@player}   Is that it?"
script|job.kelp-welcome.navigation.return.incomplete:3, @773E48C1, "{@drJules}  Oh dear. I'm afraid you missed something."
script|job.kelp-welcome.navigation.return.incomplete:4, @783E4A54, "Why don't you head back to Site C and try again?"
script|job.kelp-welcome.helpReturnToShip:0, @6F81D8EE, "{@player} \tWhat now?"
script|job.kelp-welcome.helpReturnToShip:1, @7081DA81, "{@kevin}\tWe need to head back to the ship."
script|job.kelp-welcome.atShip:2, @26D210B1, "{@drJules}  Great! You scanned some life forms!"
